0,0,0,0,0,0,0
2.11E-18,1.2881744776,0.2191876791,-1.61E-18,-0.5104632959,5.73E-19,1
2.11E-18,1.2881741444,0.2191868004,-1.61E-18,-0.5104627503,5.73E-19,1
5.69E-19,1.2854267855,0.2119412963,-2.37E-19,-0.5059646051,1.39E-18,1
0.0014812166,1.2807783773,0.1996340196,-2.65E-05,-0.4983057366,-0.0014579109,1
0.0056292677,1.2717758543,0.1755188903,-0.0001037829,-0.4831930319,-0.00553742,1
0.0114407263,1.2598489138,0.1431196478,-0.000221374,-0.462720285,-0.0112422927,1
0.019078643,1.2453115399,0.1028418154,-0.0003891658,-0.4369788511,-0.0187255118,1
0.0287219295,1.2285850673,0.0552897542,-0.0006283806,-0.4061512996,-0.028143696,1
0.0403124369,1.2105959264,0.0024351372,-0.0009586412,-0.371282483,-0.0394179439,1
0.0531198587,1.1930400126,-0.0512331992,-0.0013944707,-0.3351650173,-0.0518012359,1
0.0660898881,1.1774008948,-0.1012005208,-0.0019249057,-0.3008303602,-0.0642492572,1
0.0785994488,1.164097032,-0.1457304196,-0.002548906,-0.2695967825,-0.0761398139,1
0.0901299722,1.1531938281,-0.183961825,-0.0032435202,-0.2422605688,-0.0869779658,1
0.1008910979,1.1440669395,-0.2174593603,-0.0040272598,-0.2178815327,-0.0969554795,1
0.1145100183,1.1338156577,-0.2571307097,-0.0052733532,-0.1884496346,-0.1093258975,1
0.1299134811,1.1237762126,-0.2987160111,-0.00716609,-0.1568889394,-0.1228307484,1
0.1438692802,1.1159447114,-0.3336963293,-0.0095765474,-0.1297255665,-0.1343680518,1
0.1556702493,1.1101558724,-0.3614792451,-0.0124507464,-0.1077186697,-0.1432861506,1
0.1642770629,1.1063753928,-0.3807814136,-0.0153253517,-0.092187613,-0.149011004,1
0.170061542,1.1040317966,-0.3933214722,-0.017823191,-0.08198503,-0.1522922271,1
0.1709594612,1.1030868814,-0.3985090123,-0.0188724809,-0.07774193,-0.152138019,1
0.1628004894,1.1026984574,-0.4006693959,-0.0183988252,-0.075980828,-0.1444490163,1
0.1443661934,1.1019102513,-0.4051063058,-0.0171425079,-0.072354114,-0.1272634719,1
0.1177177315,1.1009627183,-0.4105310793,-0.0149035158,-0.0679038275,-0.1028444319,1
0.0846100083,1.1000778065,-0.4156929613,-0.0114324962,-0.0636524434,-0.0731976934,1
