0,0,0,0,0,0,0
0,-0.0006902914,-0.000724806,-0.0001725728,0,0.0001533981,1
0,-0.0006902914,-0.0007420633,-0.0001725728,0,0.0001533981,1
0,-0.0006902914,-0.0008110924,-0.0001725728,0,0.0001533981,1
0,-0.0006759103,-0.0010181798,-0.0001725728,0,0.0001533981,1
0,-0.0006615293,-0.0014841266,-0.0001725728,0,0.0001533981,1
0,-0.000618386,-0.0022952189,-0.0001725728,-1.92E-05,0.0001533981,1
0,-0.0005464807,-0.0035895153,-0.0001725728,-1.92E-05,0.0001533981,1
0,-0.0004314321,-0.0054187872,-0.0001725728,-5.75E-05,0.0001533981,1
0,-0.0002732404,-0.0077657783,-0.0001725728,-0.0001150486,0.0001533981,1
0,-4.31E-05,-0.0107167736,-0.0001725728,-0.0001917476,0.0001533981,1
0,0.0002732404,-0.014220003,-0.0001725728,-0.0003259709,0.0001533981,1
0,0.0006471482,-0.0182927214,-0.0001917476,-0.0004985438,0.0001533981,1
0,0.0011073424,-0.0229176749,-0.0001917476,-0.0007861652,0.0001533981,1
0,0.0016682042,-0.0280776024,-0.0001917476,-0.0010929613,0.0001533981,1
0,0.0023297335,-0.033737991,-0.0001917476,-0.001438107,0.0001533981,1
0,0.0031350735,-0.0399333574,-0.0001917476,-0.001840777,0.0001840777,1
0,0.0041129864,-0.0466119274,-0.0001917476,-0.0022434469,0.0001840777,1
0,0.005249091,-0.0537391864,-0.0002109224,-0.0026652918,0.0001840777,1
0,0.0065146252,-0.0612978749,-0.0002109224,-0.0030871364,0.0002147573,1
0,0.0080102561,-0.0692707449,-0.0002109224,-0.0035665054,0.0002147573,1
0,0.0096928421,-0.0776060075,-0.0002109224,-0.0041033989,0.0002147573,1
0,0.0116055245,-0.0862001404,-0.0002300971,-0.0046594669,0.0002147573,1
0,0.013748304,-0.0950186104,-0.0002300971,-0.005292234,0.0002147573,1
0,0.0160924178,-0.1039233729,-0.0002300971,-0.0059825252,0.0002147573,1
0,0.0186091047,-0.1127418429,-0.0002300971,-0.0066152923,0.0002454369,1
0,0.0212696027,-0.1214395165,-0.0002300971,-0.0072864089,0.0002454369,1
0,0.0241026748,-0.1298783273,-0.0002300971,-0.0078808265,0.0002761165,1
0,0.0270364136,-0.1379892528,-0.0002300971,-0.008436895,0.0002761165,1
0,0.030070819,-0.1457550228,-0.0002300971,-0.0090313125,0.0002454369,1
